code,pubDate,statDate,dupontROE,dupontAssetStoEquity,dupontAssetTurn,dupontPnitoni,dupontNitogr,dupontTaxBurden,dupontIntburden,dupontEbittogr
sz.002687,2018-04-18,2017-12-31,0.074864,1.418883,0.551323,0.974261,0.098230,0.755783,1.001695,0.129751
sz.002688,2018-03-15,2017-12-31,0.071735,1.859882,0.518592,0.985253,0.075487,0.746737,0.798646,0.126575
sz.002689,2018-04-19,2017-12-31,0.024611,1.727958,0.470041,0.992713,0.030524,0.849498,1.079113,0.033298
sz.002690,2018-04-11,2017-12-31,0.172442,1.200377,0.430947,1.003818,0.332082,0.854652,1.028858,0.377660
sz.002691,2018-04-18,2017-12-31,0.010807,1.102822,0.424469,1.000000,0.023086,0.535769,1.005647,0.042848
sz.002692,2018-04-26,2017-12-31,0.050902,2.012110,0.869265,1.079720,0.026954,0.835538,0.637259,0.050622
sz.002693,2018-04-26,2017-12-31,0.011035,2.221570,0.194105,4.751589,0.005386,0.431366,0.158651,0.078694
sz.002694,2018-04-21,2017-12-31,0.109551,2.458508,0.807579,0.969869,0.056891,0.838263,0.792100,0.085681
sz.002695,2018-03-28,2017-12-31,0.085158,1.206316,0.740369,0.959741,0.099348,0.787743,1.015561,0.124185
sz.002696,2018-04-26,2017-12-31,0.070223,1.704356,0.871404,0.905084,0.052241,0.893850,0.875786,0.066734
sz.002697,2018-04-26,2017-12-31,0.073325,1.844020,1.672947,1.000000,0.023769,0.771528,0.989996,0.031119
sz.002698,2018-04-21,2017-12-31,0.069072,1.306818,0.321540,1.062667,0.154687,0.872132,0.993524,0.178523
sz.002699,2018-04-28,2017-12-31,0.055190,1.191333,0.221503,1.050903,0.199016,0.810530,0.946758,0.259346
sz.002700,2018-03-30,2017-12-31,0.081467,1.182052,0.331699,1.013310,0.205048,0.824242,1.190236,0.209010
sz.002701,2018-04-27,2017-12-31,0.130414,2.713174,0.501415,1.020390,0.093947,0.696760,0.724206,0.186182
sz.002702,2018-04-13,2017-12-31,-0.035136,1.488981,0.837239,1.000000,-0.028185,1.107799,0.986422,-0.025793
sz.002703,2018-03-26,2017-12-31,0.022154,1.417584,0.552386,1.221530,0.023161,0.827207,1.023646,0.027352
sz.002705,2018-04-27,2017-12-31,0.127749,1.892308,1.360426,0.996054,0.049821,0.845648,1.045365,0.056357
sz.002706,2018-03-22,2017-12-31,0.129647,1.210467,0.739874,1.000000,0.144761,0.860781,1.008648,0.166732
sz.002707,2018-04-17,2017-12-31,0.115288,2.254451,2.648511,0.831406,0.023223,0.793535,0.935941,0.031269
sz.002708,2018-04-23,2017-12-31,0.007972,1.566223,0.616621,1.000000,0.008255,0.497458,0.498002,0.033321
sz.002709,2018-04-24,2017-12-31,0.146325,1.447047,0.682684,1.011511,0.146436,0.844906,0.979728,0.176902
sz.002711,2018-04-28,2017-12-31,0.131676,2.109131,2.057051,0.883443,0.034354,0.780235,0.866068,0.050840
sz.002712,2018-04-25,2017-12-31,0.096576,1.616172,1.082734,0.961068,0.057425,0.908232,0.974488,0.064883
sz.002713,2018-04-26,2017-12-31,0.184135,2.626416,1.164037,0.797219,0.075549,0.785418,1.010834,0.095158
sz.002714,2018-02-10,2017-12-31,0.257150,2.009775,0.543186,1.000000,0.235554,0.999987,0.886314,0.265771
sz.002715,2018-04-25,2017-12-31,0.019017,1.483164,0.489230,1.000000,0.026208,0.954222,0.560005,0.049045
sz.002716,2018-04-21,2017-12-31,0.089939,3.082983,1.300836,0.984048,0.022790,0.893099,0.563122,0.045314
sz.002717,2018-03-20,2017-12-31,0.162202,2.589889,0.587666,0.983796,0.108328,0.849297,0.944376,0.135063
sz.002718,2018-04-24,2017-12-31,0.119974,1.195903,0.518557,1.023876,0.188951,0.846774,1.043895,0.213759
sz.002719,2018-04-26,2017-12-31,0.016443,1.217585,0.415535,1.000926,0.032469,0.822776,0.913624,0.043193
sz.002721,2018-04-25,2017-12-31,0.052908,4.073642,1.090928,0.497925,0.023910,0.815858,0.518841,0.056484
sz.002722,2018-04-20,2017-12-31,0.050608,1.441789,0.857699,1.033321,0.039604,0.691433,0.856543,0.066872
sz.002723,2018-04-23,2017-12-31,0.011838,1.614281,0.943651,1.000000,0.007771,1.092625,0.791960,0.008981
sz.002724,2018-04-24,2017-12-31,0.089518,1.162489,0.555883,1.000000,0.138528,0.838448,1.097212,0.150581
sz.002725,2018-03-31,2017-12-31,0.017522,1.186129,0.725693,1.000000,0.020356,0.930905,0.963775,0.022689
sz.002726,2018-04-18,2017-12-31,0.101799,1.310302,2.714402,0.948080,0.030189,0.989872,1.080415,0.028228
sz.002727,2018-04-25,2017-12-31,0.136573,2.125875,1.178001,0.999925,0.054540,0.773045,0.921051,0.076599
sz.002728,2018-03-21,2017-12-31,0.110233,1.830697,0.388964,1.000000,0.154806,0.889057,0.872904,0.199476
sz.002729,2018-03-20,2017-12-31,0.055377,1.077426,0.382668,1.000000,0.134312,0.788946,1.005888,0.169246
sz.002730,2018-04-25,2017-12-31,0.064321,1.723356,0.540035,0.910558,0.075901,0.742315,0.849679,0.120338
sz.002731,2018-04-04,2017-12-31,0.054265,2.245801,1.060966,1.108700,0.020541,0.695126,0.593286,0.049809
sz.002732,2018-04-18,2017-12-31,0.134068,1.380548,0.996488,0.974142,0.100042,0.883739,1.001550,0.113027
sz.002733,2018-04-20,2017-12-31,0.016536,1.530654,0.790089,1.087382,0.012575,0.724723,0.720252,0.024090
sz.002734,2018-04-12,2017-12-31,0.084252,1.369524,0.637675,0.968686,0.099593,0.883546,0.910957,0.123738
sz.002735,2018-04-24,2017-12-31,0.076280,1.388253,0.850565,0.991290,0.065168,0.684013,1.020194,0.093387
sz.002736,2018-04-24,2017-12-31,0.091066,3.908253,0.060731,0.999133,0.384007,0.762957,,
sz.002737,2018-03-16,2017-12-31,0.150614,1.544129,0.886866,0.902392,0.121879,0.832018,0.987602,0.148325
sz.002738,2018-04-03,2017-12-31,0.082096,1.487978,0.544500,0.998361,0.101494,0.851783,0.995886,0.119647
sz.002739,2018-04-26,2017-12-31,0.137431,1.914746,0.626481,1.000101,0.114557,0.807559,0.897791,0.158006
sz.002740,2018-02-28,2017-12-31,0.042482,1.589279,0.816549,0.887469,0.036887,0.725282,0.815567,0.062359
sz.002741,2018-02-06,2017-12-31,0.097421,1.353517,1.009619,1.010759,0.070531,0.869139,0.965974,0.084009
sz.002742,2018-03-31,2017-12-31,0.132587,2.586842,0.540731,0.950416,0.099733,0.882422,0.769564,0.146864
sz.002743,2018-04-25,2017-12-31,0.035972,2.920232,0.493376,0.979063,0.025501,0.902030,0.414724,0.068169
sz.002745,2018-03-05,2017-12-31,0.120118,2.948327,0.497801,0.988525,0.082792,0.835551,0.772978,0.128189
sz.002746,2018-04-24,2017-12-31,0.048878,1.213985,0.854444,1.000637,0.047091,1.005952,1.102285,0.042468
sz.002747,2018-04-20,2017-12-31,0.062242,1.709053,0.421315,0.914125,0.094562,0.881742,0.933844,0.114841
sz.002748,2018-04-20,2017-12-31,0.136683,1.175331,0.928039,1.000000,0.125311,0.848206,1.001969,0.147446
sz.002749,2018-03-28,2017-12-31,0.211512,1.130189,0.744683,1.000000,0.251311,0.852092,1.021193,0.288813
sz.002750,2018-04-18,2017-12-31,0.053434,1.173947,0.394130,1.000000,0.115486,0.861676,1.019022,0.131523
sz.002751,2018-04-20,2017-12-31,0.101154,4.285342,0.364051,1.880256,0.034484,0.825148,0.465528,0.089772
sz.002752,2018-04-26,2017-12-31,0.055410,1.776202,0.692963,0.975875,0.046131,0.685647,0.851634,0.079002
sz.002753,2018-04-25,2017-12-31,0.221418,1.322151,1.402858,1.000000,0.119376,0.865730,0.992740,0.138899
sz.002755,2018-04-25,2017-12-31,0.021324,1.513873,0.470005,0.635334,0.047172,0.848511,1.139857,0.048772
sz.002756,2018-04-25,2017-12-31,0.109157,1.152708,1.085544,1.000684,0.087174,0.862710,1.001857,0.100859
sz.002757,2018-04-20,2017-12-31,0.131315,1.248084,0.759694,1.000000,0.138494,0.866700,0.996755,0.160315
sz.002758,2018-04-04,2017-12-31,0.074188,2.004115,1.204864,1.055278,0.029114,0.733144,0.912221,0.043533
sz.002759,2018-04-26,2017-12-31,0.006634,1.084120,0.235411,1.000000,0.025994,0.414407,0.936708,0.066964
sz.002760,2018-04-04,2017-12-31,-0.161568,1.885434,0.370162,1.000000,-0.231501,2.102551,1.089502,-0.101060
sz.002761,2018-03-17,2017-12-31,0.035101,1.403026,0.736171,1.000000,0.033984,0.764958,0.912687,0.048676
sz.002762,2018-03-31,2017-12-31,0.099051,1.112140,0.418384,1.000000,0.212875,0.849858,1.046486,0.239357
sz.002763,2018-04-20,2017-12-31,0.131437,1.234812,1.022850,0.926495,0.112321,0.730378,1.021388,0.150565
sz.002765,2018-04-03,2017-12-31,0.109014,2.017223,0.522935,1.003302,0.103003,0.845430,0.924414,0.131797
sz.002766,2018-04-25,2017-12-31,0.098181,1.809671,0.571525,0.957785,0.099111,0.882216,0.836653,0.134277
sz.002767,2018-04-16,2017-12-31,0.067444,1.164836,0.390789,1.000000,0.148163,0.866272,1.143627,0.149555
sz.002768,2018-03-26,2017-12-31,0.220856,2.079154,1.070759,0.983775,0.100840,0.860462,0.889752,0.131714
sz.002769,2018-04-23,2017-12-31,0.055734,11.928570,0.368373,1.000000,0.012684,0.833041,0.781325,0.019487
sz.002770,2018-03-30,2017-12-31,0.078840,1.710807,0.450581,1.000000,0.102275,0.827733,0.767150,0.161065
sz.002771,2018-03-29,2017-12-31,0.112226,1.750696,0.757395,1.000000,0.084637,0.870552,1.017155,0.095582
sz.002772,2018-03-24,2017-12-31,0.057979,1.488704,0.202513,0.996463,0.192997,1.000000,0.927918,0.207990
sz.002773,2018-04-25,2017-12-31,0.199803,1.294026,0.667879,1.000000,0.231186,0.844227,1.047486,0.261429
sz.002774,2018-04-24,2017-12-31,0.102787,1.603754,0.640293,1.001446,0.099953,0.849876,1.028796,0.114317
sz.002775,2018-04-25,2017-12-31,0.178599,1.777379,1.055663,1.000000,0.095186,0.851647,0.925173,0.120806
sz.002776,2018-04-27,2017-12-31,0.060797,1.152230,0.343359,1.000000,0.153671,0.872425,0.972803,0.181067
sz.002777,2018-04-24,2017-12-31,0.188129,2.505008,0.571102,0.858238,0.153224,0.878984,1.033514,0.168667
sz.002778,2018-04-19,2017-12-31,0.050532,1.185698,0.798397,1.000000,0.053379,0.883300,0.906074,0.066696
sz.002779,2018-04-25,2017-12-31,0.038048,1.287769,0.549777,1.000000,0.053741,0.896640,1.041914,0.057525
sz.002780,2018-04-26,2017-12-31,-0.025145,1.270480,0.538771,0.977932,-0.037565,0.986159,1.256725,-0.030310
sz.002781,2018-04-24,2017-12-31,0.087769,2.326652,0.987466,1.070235,0.035695,0.709148,0.786109,0.064031
sz.002782,2018-03-16,2017-12-31,0.069606,1.322442,0.847131,1.000000,0.062132,0.877162,1.025526,0.069070
sz.002783,2018-03-16,2017-12-31,0.084036,1.567218,0.633563,0.832197,0.101699,0.792772,0.945210,0.135719
sz.002785,2018-04-28,2017-12-31,-0.009961,1.926386,0.741273,1.347576,-0.005176,4.931741,-0.059097,0.017761
sz.002786,2018-03-30,2017-12-31,0.060018,3.241946,0.833094,0.984161,0.022580,0.903763,0.640373,0.039015
sz.002787,2018-04-20,2017-12-31,0.095457,1.310596,0.897409,1.000000,0.081161,0.817651,0.988066,0.100460
sz.002788,2018-04-24,2017-12-31,0.091831,3.039436,1.929280,0.900507,0.017391,0.723241,0.731732,0.032861
sz.002789,2018-04-18,2017-12-31,0.081332,2.908641,0.747554,1.011976,0.036962,0.837598,0.571767,0.077180
sz.002790,2018-04-17,2017-12-31,0.114075,1.114267,0.585438,1.000000,0.174872,0.863328,1.012264,0.200102
sz.002791,2018-04-27,2017-12-31,0.075023,1.281576,0.973839,0.990641,0.060680,0.861398,1.037562,0.067894
sz.002792,2018-04-27,2017-12-31,0.058766,1.489709,0.547877,0.977806,0.073636,0.824727,1.231698,0.072489
sz.002793,2018-01-30,2017-12-31,0.159518,1.178518,0.967443,1.000000,0.139910,0.867404,0.999519,0.161375
sz.002795,2018-04-24,2017-12-31,0.094703,1.190299,0.749872,1.000000,0.106102,0.844976,0.995150,0.126180
sz.002796,2018-03-20,2017-12-31,0.052549,1.347363,0.875425,1.000000,0.044552,0.893577,1.053286,0.047335
sz.002797,2018-04-02,2017-12-31,0.048408,3.710324,0.060218,0.979922,0.221101,0.809300,,
sz.002798,2018-03-31,2017-12-31,0.066632,1.171361,0.556753,1.000000,0.102171,0.896081,1.052250,0.108358
sz.002799,2018-03-31,2017-12-31,0.043696,1.408704,0.601212,1.008543,0.051156,0.836711,0.919442,0.066496
sz.002800,2018-04-11,2017-12-31,0.096142,1.675203,1.416029,0.948654,0.042724,0.813018,0.909356,0.057787
sz.002801,2018-03-16,2017-12-31,0.135643,1.149561,0.623881,1.000000,0.189131,0.862577,1.015169,0.215986
sz.002802,2018-04-25,2017-12-31,0.125116,1.065888,0.632334,1.000000,0.185633,0.860397,1.002840,0.215142
sz.002803,2018-04-04,2017-12-31,0.170428,2.023624,1.191837,0.975259,0.072456,0.837166,0.912884,0.094809
sz.002805,2018-04-16,2017-12-31,0.068383,1.187123,0.487725,1.000000,0.118107,0.819918,0.936885,0.153752
sz.002806,2018-04-21,2017-12-31,0.078671,1.597349,0.759445,1.007251,0.064384,0.900311,0.875545,0.081679
sz.002807,2018-03-28,2017-12-31,0.090326,11.926197,0.023484,1.066527,0.302385,0.981789,,
sz.002808,2018-04-25,2017-12-31,0.057229,1.125334,0.478305,1.000000,0.106323,0.880999,1.078221,0.111929
sz.002809,2018-04-26,2017-12-31,0.087645,1.232421,0.556434,1.000000,0.127808,0.843388,1.208573,0.125388
sz.002810,2018-04-27,2017-12-31,0.070906,1.542790,0.646299,0.993475,0.071579,0.866638,0.889911,0.092812
sz.002811,2018-04-10,2017-12-31,0.084852,1.908221,0.753101,1.000160,0.059035,0.661188,0.913979,0.097689
sz.002812,2018-03-07,2017-12-31,0.096620,1.216992,0.621331,1.000000,0.127778,0.862729,1.025058,0.144488
sz.002813,2018-04-26,2017-12-31,0.037129,2.152536,0.544182,1.007759,0.031453,0.870086,0.663092,0.054517
sz.002815,2018-03-30,2017-12-31,0.191670,1.801945,0.743458,1.000000,0.143072,0.863239,0.955063,0.173538
sz.002816,2018-04-20,2017-12-31,0.031218,1.353102,0.496102,1.000000,0.046506,0.793739,0.951562,0.061573
sz.002817,2018-04-20,2017-12-31,0.071578,1.108736,0.397688,1.000000,0.162334,0.861627,1.010974,0.186359
sz.002818,2018-03-28,2017-12-31,0.161720,1.262820,0.247483,1.000000,0.517459,0.845917,1.002280,0.610322
sz.002819,2018-04-14,2017-12-31,0.053192,1.195139,1.442675,0.985059,0.031318,0.853774,1.061147,0.034568
sz.002820,2018-03-20,2017-12-31,0.091854,1.056642,0.456404,1.000000,0.190468,0.757235,1.009349,0.249201
sz.002821,2018-03-30,2017-12-31,0.179062,1.333200,0.560018,0.947894,0.253015,0.853033,1.015873,0.291971
sz.002822,2018-04-16,2017-12-31,0.080982,1.888545,0.846412,1.003321,0.050494,0.792065,0.829099,0.076891
sz.002823,2018-04-25,2017-12-31,0.142523,1.674903,0.772243,1.000000,0.110190,0.840500,0.939302,0.139572
sz.002824,2018-04-26,2017-12-31,0.112130,1.256327,1.151484,1.002990,0.077279,0.863833,0.996269,0.089796
sz.002825,2018-04-17,2017-12-31,0.064791,1.293825,0.885998,1.000000,0.056521,0.876340,1.107762,0.058222
sz.002826,2018-04-19,2017-12-31,0.104273,1.189392,0.551288,1.000000,0.159027,0.890448,1.004156,0.177852
sz.002827,2018-04-20,2017-12-31,0.142556,1.168660,0.493682,1.021309,0.241932,0.909725,1.008156,0.263789
sz.002828,2018-04-25,2017-12-31,0.080315,1.487284,0.500841,0.995950,0.108259,0.836162,1.006687,0.128611
sz.002829,2018-04-25,2017-12-31,0.084398,1.709251,0.322318,0.744451,0.205780,0.888186,1.029338,0.225083
sz.002830,2018-04-23,2017-12-31,0.087619,1.734065,0.729113,0.993236,0.069773,0.725455,1.227903,0.078327
sz.002831,2018-04-20,2017-12-31,0.201032,1.774921,0.844424,0.999779,0.134160,0.861749,0.948341,0.164164
sz.002832,2018-04-23,2017-12-31,0.132206,1.175584,0.657964,1.000000,0.170921,0.776054,1.046265,0.210505
sz.002833,2018-04-18,2017-12-31,0.285431,1.194984,0.835776,0.998660,0.286175,0.852538,1.007997,0.333011
sz.002835,2018-04-25,2017-12-31,0.031529,1.288443,0.624859,1.000000,0.039162,1.052964,1.033507,0.035987
sz.002836,2018-04-20,2017-12-31,0.115715,1.308648,0.500407,1.000000,0.176702,0.755572,1.005973,0.232477
sz.002837,2018-02-06,2017-12-31,0.134594,1.710065,0.723556,0.971381,0.111983,0.858644,1.001657,0.130202
sz.002838,2018-03-27,2017-12-31,0.116844,1.245918,0.933920,0.979726,0.102495,0.866155,0.991362,0.119364
sz.002839,2018-03-24,2017-12-31,0.097802,12.390277,0.024966,1.011681,0.312520,1.008753,,
sz.002840,2018-04-12,2017-12-31,0.119713,1.511609,3.152629,0.995837,0.025226,0.957613,0.971119,0.027126
sz.002841,2018-04-16,2017-12-31,0.368298,2.081510,2.782435,1.001653,0.063486,0.898638,1.034243,0.068308
sz.002842,2018-04-24,2017-12-31,0.111241,1.821020,0.865376,0.998394,0.070704,0.897328,0.923471,0.085324
sz.002843,2018-04-24,2017-12-31,0.100031,1.137173,0.521215,1.000000,0.168769,0.851000,0.998765,0.198564
sz.002845,2018-03-01,2017-12-31,0.204292,3.614667,1.387665,1.000000,0.040729,0.853121,0.851910,0.056040
sz.002846,2018-04-10,2017-12-31,0.111847,1.341597,0.840812,0.999551,0.099197,0.863534,1.001503,0.114701
sz.002847,2018-04-21,2017-12-31,0.146124,1.713638,0.978602,1.006399,0.086582,0.716932,0.985727,0.122515
sz.002848,2018-04-24,2017-12-31,0.023765,1.962403,0.871330,1.000000,0.013899,1.212692,0.721732,0.015880
sz.002849,2018-04-25,2017-12-31,0.128529,1.637147,0.740007,1.000072,0.106083,0.857818,1.103884,0.112028
sz.002850,2018-04-13,2017-12-31,0.104247,1.492290,0.610837,0.980819,0.116600,0.840349,0.945603,0.146733
sz.002851,2018-04-03,2017-12-31,0.117089,1.872136,0.798499,0.750395,0.104379,0.904648,0.993731,0.116109
sz.002852,2018-04-25,2017-12-31,0.148094,1.488445,1.716877,1.000000,0.057952,0.776077,1.016887,0.073433
sz.002853,2018-04-27,2017-12-31,0.159473,1.539244,0.831455,0.997728,0.124891,0.860128,1.047506,0.138615
sz.002855,2018-04-25,2017-12-31,0.051827,1.812228,0.839240,1.047578,0.032529,0.903434,1.066030,0.033776
sz.002856,2018-04-25,2017-12-31,0.085474,2.511589,0.756951,1.000000,0.044959,0.743032,0.968118,0.062500
sz.002857,2018-04-19,2017-12-31,0.101416,1.331113,0.467863,1.000000,0.162844,0.855061,1.036942,0.183663
sz.002858,2018-04-02,2017-12-31,0.130335,1.198653,0.753520,0.929923,0.155176,0.788261,1.005282,0.195824
sz.002859,2018-02-27,2017-12-31,0.206788,1.425642,0.736564,1.000000,0.196927,0.883457,0.982650,0.226840
sz.002860,2018-03-29,2017-12-31,0.183993,1.269338,0.575240,0.977900,0.257680,0.869379,1.028446,0.288197
sz.002861,2018-04-23,2017-12-31,0.107046,1.169577,0.769953,1.016340,0.116960,0.862358,1.021811,0.132733
sz.002862,2018-03-24,2017-12-31,0.103676,1.105865,0.943258,1.000000,0.099391,0.859523,1.007106,0.114819
sz.002863,2018-03-20,2017-12-31,0.081358,4.484335,0.768997,0.960146,0.024572,0.861599,0.427829,0.066660
sz.002864,2018-04-20,2017-12-31,0.098992,1.423450,0.599364,1.000000,0.116030,0.874066,1.022098,0.129877
sz.002865,2018-03-24,2017-12-31,0.096042,2.238958,0.733188,1.000000,0.058506,0.777814,0.928596,0.081002
sz.002866,2018-04-25,2017-12-31,0.121890,1.256136,0.834316,1.000000,0.116306,0.896475,1.035171,0.125329
sz.002867,2018-04-17,2017-12-31,0.237131,1.352301,1.127052,1.000000,0.155586,0.748911,1.005478,0.206618
sz.002868,2018-04-20,2017-12-31,0.177711,1.165335,0.666272,1.000000,0.228882,0.857000,0.999080,0.267320
sz.002869,2018-04-25,2017-12-31,0.123393,1.529234,0.561873,1.018500,0.141000,0.883694,1.071726,0.148879
sz.002870,2018-03-19,2017-12-31,0.123892,1.291904,1.246354,1.000000,0.076943,0.800256,1.004214,0.095745
sz.002871,2018-04-25,2017-12-31,0.139259,1.240791,0.529410,1.000000,0.211999,0.870880,1.005446,0.242112
sz.002872,2018-04-23,2017-12-31,0.100668,1.688461,0.542405,0.971715,0.113120,0.838036,0.919808,0.146750
sz.002873,2018-04-24,2017-12-31,0.146712,1.559884,0.969761,1.000000,0.096986,0.886131,0.975887,0.112153
sz.002875,2018-03-27,2017-12-31,0.118978,1.472765,1.209892,1.000000,0.066771,0.760482,1.025249,0.085638
sz.002876,2018-04-27,2017-12-31,0.123824,2.340757,0.526142,1.001589,0.100382,0.866169,0.773834,0.149763
sz.002877,2018-03-08,2017-12-31,0.104918,1.467161,0.461398,1.000000,0.154987,0.831303,0.938756,0.198602
sz.002878,2018-04-25,2017-12-31,0.188927,1.585640,1.366142,0.983342,0.088693,0.836772,1.005511,0.105413
sz.002879,2018-03-15,2017-12-31,0.114536,1.277646,0.457214,1.000000,0.196071,0.864660,1.063481,0.213225
sz.002880,2018-03-30,2017-12-31,0.181037,1.336316,0.545743,1.000000,0.248238,0.855989,0.955323,0.303564
sz.002881,2018-04-27,2017-12-31,0.156060,1.786086,0.997345,1.000000,0.087608,0.903405,0.955284,0.101514
sz.002882,2018-03-24,2017-12-31,0.175682,1.314275,1.662313,1.000000,0.080413,0.737278,0.966884,0.112803
sz.002883,2018-04-25,2017-12-31,0.183764,1.308223,0.664369,0.940282,0.224860,0.839848,0.993878,0.269388
sz.002884,2018-04-23,2017-12-31,0.210945,1.116506,0.986650,1.000000,0.191489,0.862292,1.007208,0.220481
sz.002885,2018-04-21,2017-12-31,0.115275,1.986115,1.136093,1.012577,0.050453,0.903866,1.006034,0.055484
sz.002886,2018-04-23,2017-12-31,0.082127,1.661168,0.936977,1.000000,0.052765,0.866577,0.892672,0.068210
sz.002887,2018-04-03,2017-12-31,0.151613,1.426357,0.414612,0.995897,0.257425,0.862424,1.003022,0.297591
sz.002888,2018-03-30,2017-12-31,0.098913,1.151781,0.674151,1.000000,0.127387,0.874091,1.060351,0.137442
sz.002889,2018-04-25,2017-12-31,0.114627,6.969853,1.409614,0.995295,0.011722,0.832303,1.018301,0.013831
sz.002890,2018-04-09,2017-12-31,0.100709,1.269656,0.560737,1.000000,0.141456,0.858504,0.979168,0.168276
sz.002891,2018-03-16,2017-12-31,0.144801,1.589892,1.255182,0.868726,0.083524,0.764543,0.967774,0.112885
sz.002892,2018-04-26,2017-12-31,0.161404,1.342265,1.087082,1.000000,0.110615,0.854457,0.970674,0.133367
sz.002893,2018-04-24,2017-12-31,0.113871,3.219382,0.619925,0.992990,0.057459,0.737929,0.784241,0.099287
sz.002895,2018-04-24,2017-12-31,0.076816,1.324754,0.514500,1.000000,0.112701,0.846559,0.999902,0.133142
sz.002896,2018-03-30,2017-12-31,0.148711,1.623187,0.762600,1.003099,0.119766,0.854925,0.922776,0.151814
sz.002897,2018-04-26,2017-12-31,0.115055,1.505507,0.988050,1.000508,0.077308,0.777245,0.917579,0.108398
sz.002898,2018-04-23,2017-12-31,0.147764,1.169180,0.713601,1.000000,0.177105,0.843414,1.022010,0.205464
sz.002899,2018-04-25,2017-12-31,0.120062,1.383776,0.894279,1.000000,0.097022,0.875804,1.004487,0.110285
sz.002900,2018-04-04,2017-12-31,0.137016,1.267417,0.685882,1.000000,0.157617,0.715608,0.987081,0.223139
sz.002901,2018-04-24,2017-12-31,0.328183,1.170021,0.563741,0.983234,0.506041,0.858028,1.007550,0.585353
sz.002902,2018-03-27,2017-12-31,0.101438,1.774536,1.074227,1.000000,0.053213,0.878995,0.943253,0.064181
sz.002903,2018-04-19,2017-12-31,0.174963,1.302785,0.425545,0.999782,0.315661,0.857885,1.019656,0.360860
sz.002905,2018-04-12,2017-12-31,0.153858,1.914439,0.832433,1.000784,0.096469,0.706588,0.941333,0.145037
sz.002906,2018-04-26,2017-12-31,0.095463,1.510869,0.939888,1.002393,0.067065,0.917295,0.929217,0.078681
sz.002907,2018-04-23,2017-12-31,0.189590,1.301438,0.770220,1.000000,0.189138,0.845963,0.994902,0.224722
sz.002908,2018-04-20,2017-12-31,0.117827,1.319366,0.662680,1.000191,0.134739,0.860759,1.018905,0.153631
sz.002909,2018-04-26,2017-12-31,0.123419,1.762566,1.241511,1.000000,0.056401,0.843966,0.934279,0.071529
sz.002910,2018-03-29,2017-12-31,0.072410,1.666034,0.399563,1.000000,0.108776,0.961945,0.877487,0.128867
sz.002911,2018-03-15,2017-12-31,0.170984,2.347935,0.899736,0.763265,0.106042,0.755348,0.925035,0.151766
sz.002912,2018-03-17,2017-12-31,0.153584,1.442054,0.400651,1.000000,0.265826,0.914538,1.038653,0.279850
sz.002913,2018-04-23,2017-12-31,0.127065,1.632524,0.780519,1.000000,0.099720,0.862374,0.959282,0.120543
sz.002915,2018-04-13,2017-12-31,0.129146,1.612479,0.682023,1.000000,0.117433,0.856666,0.910399,0.150573
sz.002916,2018-03-13,2017-12-31,0.188822,2.651319,0.903880,0.998366,0.078920,0.889876,0.865223,0.102502
sz.002917,2018-03-30,2017-12-31,0.146273,1.402267,0.720709,0.876706,0.165090,0.834936,1.054327,0.187539
sz.002918,2018-04-20,2017-12-31,0.200498,1.889382,1.016396,1.000000,0.104406,0.852503,0.948137,0.129169
sz.002919,2018-04-20,2017-12-31,0.117613,1.457281,1.067532,1.000000,0.075602,0.867719,1.009421,0.086314
sz.002920,2018-04-04,2017-12-31,0.246484,2.140002,1.122991,1.000901,0.102472,0.890624,0.962951,0.119484
sz.002921,2018-04-23,2017-12-31,0.088069,1.880267,0.606340,1.043642,0.074017,0.747036,0.824420,0.120183
sz.002922,2018-04-20,2017-12-31,0.117964,1.657804,1.051347,0.998738,0.067767,0.789921,0.942570,0.091017
sz.002923,2018-04-23,2017-12-31,0.204396,1.491056,1.178613,1.000000,0.116308,0.890396,0.958854,0.136230
sz.002925,2018-03-30,2017-12-31,0.784747,1.577784,1.651668,1.001937,0.300552,0.852563,0.999632,0.352657
sz.002926,2018-04-11,2017-12-31,0.082698,4.000854,0.054149,0.999153,0.382049,0.776665,,
sz.002927,2018-04-20,2017-12-31,0.203027,1.254869,0.763659,1.000000,0.211863,0.877173,1.028805,0.234767
sz.300001,2018-03-23,2017-12-31,0.097956,4.225582,0.425206,1.237695,0.044049,0.764789,0.634928,0.090712
sz.300002,2018-04-27,2017-12-31,0.023488,1.370958,0.290418,1.231740,0.047894,0.814438,0.693595,0.084785
sz.300003,2018-03-13,2017-12-31,0.150298,1.863177,0.407125,0.904804,0.218986,0.831206,0.934827,0.281823
sz.300004,2018-04-25,2017-12-31,0.009661,1.232500,0.228005,1.292755,0.026595,0.435607,0.809382,0.075431
sz.300005,2018-04-25,2017-12-31,-0.031901,1.299986,0.877276,0.719574,-0.038873,1.176362,0.879960,-0.037553
sz.300006,2018-04-21,2017-12-31,0.033491,1.574602,0.490796,1.206197,0.035929,0.961899,0.576829,0.064754
sz.300007,2018-03-24,2017-12-31,0.081995,2.989377,0.359062,0.739242,0.103336,0.799921,0.812645,0.158965
sz.300008,2018-04-21,2017-12-31,0.059146,1.484605,0.360178,0.926095,0.119438,0.815696,0.975529,0.150098
sz.300009,2018-03-28,2017-12-31,0.182915,1.389399,0.519634,0.985663,0.257038,0.855848,0.994864,0.301882
