code,mean,std
sh.600768,0.708567,
sh.600338,0.742008,
sh.600306,0.762058,
sz.002925,0.784747,
sz.000016,0.928267,
sh.600793,0.92956,
sh.600319,1.331663,
sz.000717,1.466924,
sh.600678,1.882984,
sh.600608,2.730016,
sh.600423,8.715032,
